transformer_id,transformer_type,risk_score,risk_level,root_cause,maintenance_action
37,Distribution Transformer,0.009834587,Low,Voltage Instability caused by abnormal voltage fluctuation,Stable condition — continue routine monitoring
1,Distribution Transformer,0.009827266,Low,General Degradation Risk based on combined operating conditions,Stable condition — continue routine monitoring
43,Distribution Transformer,0.00982228,Low,Sudden Load Variation caused by irregular demand pattern,Stable condition — continue routine monitoring
28,Distribution Transformer,0.009772984,Low,General Degradation Risk based on combined operating conditions,Stable condition — continue routine monitoring
36,Distribution Transformer,0.009753194,Low,General Degradation Risk based on combined operating conditions,Stable condition — continue routine monitoring
30,Distribution Transformer,0.009700406,Low,General Degradation Risk based on combined operating conditions,Stable condition — continue routine monitoring
13,Distribution Transformer,0.009619763,Low,Sudden Load Variation caused by irregular demand pattern,Stable condition — continue routine monitoring
20,Distribution Transformer,0.009609339,Low,General Degradation Risk based on combined operating conditions,Stable condition — continue routine monitoring
37,Distribution Transformer,0.009604774,Low,Sudden Load Variation caused by irregular demand pattern,Stable condition — continue routine monitoring
17,Distribution Transformer,0.009589768,Low,Electrical Stress caused by high current flow,Stable condition — continue routine monitoring
14,Distribution Transformer,0.009556953,Low,Voltage Instability caused by abnormal voltage fluctuation,Stable condition — continue routine monitoring
33,Distribution Transformer,0.009515238,Low,Electrical Stress caused by high current flow,Stable condition — continue routine monitoring
3,Distribution Transformer,0.009508275,Low,Voltage Instability caused by abnormal voltage fluctuation,Stable condition — continue routine monitoring
23,Distribution Transformer,0.009497198,Low,Voltage Instability caused by abnormal voltage fluctuation,Stable condition — continue routine monitoring
16,Distribution Transformer,0.009445855,Low,Sudden Load Variation caused by irregular demand pattern,Stable condition — continue routine monitoring
8,Distribution Transformer,0.009401987,Low,Voltage Instability caused by abnormal voltage fluctuation,Stable condition — continue routine monitoring
7,Distribution Transformer,0.009397983,Low,General Degradation Risk based on combined operating conditions,Stable condition — continue routine monitoring
8,Distribution Transformer,0.00938135,Low,General Degradation Risk based on combined operating conditions,Stable condition — continue routine monitoring
28,Distribution Transformer,0.009373125,Low,General Degradation Risk based on combined operating conditions,Stable condition — continue routine monitoring
4,Distribution Transformer,0.009361204,Low,Voltage Instability caused by abnormal voltage fluctuation,Stable condition — continue routine monitoring
33,Distribution Transformer,0.009311042,Low,General Degradation Risk based on combined operating conditions,Stable condition — continue routine monitoring
41,Distribution Transformer,0.009251805,Low,General Degradation Risk based on combined operating conditions,Stable condition — continue routine monitoring
32,Distribution Transformer,0.009219792,Low,General Degradation Risk based on combined operating conditions,Stable condition — continue routine monitoring
37,Distribution Transformer,0.0091467975,Low,General Degradation Risk based on combined operating conditions,Stable condition — continue routine monitoring
37,Distribution Transformer,0.009145614,Low,Electrical Stress caused by high current flow,Stable condition — continue routine monitoring
43,Distribution Transformer,0.009121525,Low,General Degradation Risk based on combined operating conditions,Stable condition — continue routine monitoring
26,Distribution Transformer,0.009098449,Low,General Degradation Risk based on combined operating conditions,Stable condition — continue routine monitoring
36,Distribution Transformer,0.009088494,Low,General Degradation Risk based on combined operating conditions,Stable condition — continue routine monitoring
32,Distribution Transformer,0.0090735955,Low,General Degradation Risk based on combined operating conditions,Stable condition — continue routine monitoring
43,Distribution Transformer,0.009071885,Low,General Degradation Risk based on combined operating conditions,Stable condition — continue routine monitoring
29,Distribution Transformer,0.009064896,Low,General Degradation Risk based on combined operating conditions,Stable condition — continue routine monitoring
22,Distribution Transformer,0.009024598,Low,Electrical Stress caused by high current flow,Stable condition — continue routine monitoring
8,Distribution Transformer,0.009016738,Low,General Degradation Risk based on combined operating conditions,Stable condition — continue routine monitoring
24,Distribution Transformer,0.0090158,Low,General Degradation Risk based on combined operating conditions,Stable condition — continue routine monitoring
43,Distribution Transformer,0.00899577,Low,General Degradation Risk based on combined operating conditions,Stable condition — continue routine monitoring
